 STATE COUNTY                    COUNTY_SEA                ZIP_CODE
 IL    WINNEBAGO                 ROCKFORD                  61100
 IL    WOODFORD                  EUREKA                    61530
 IN    ADAMS                     DECATUR                   46733
 IN    ALLEN                     FORT WAYNE                46800
 IN    BARTHOLOMEW               COLUMBUS                  47201
 IN    BENTON                    FOWLER                    47944
 IN    BLACKFORD                 HARTFORD CITY             47348
 IN    BOONE                     LEBANON                   46052
 IN    BROWN                     NASHVILLE                 47448
 IN    CARROLL                   DELPHI                    46923
 IN    CASS                      LOGANSPORT                46947
 IN    CLARK                     JEFFERSONVILLE            47130
 IN    CLAY                      BRAZIL                    47834
 IN    CLINTON                   FRANKFORT                 46041
 IN    CRAWFORD                  ENGLISH                   47118
 IN    DAVIESS                   WASHINGTON                47501
 IN    DE KALB                   AUBURN                    46706
 IN    DEARBORN                  LAWRENCEBURG              47025
 IN    DECATUR                   GREENSBURG                47240
 IN    DELAWARE                  MUNCIE                    47302
 IN    DUBOIS                    JASPER                    47546
 IN    ELKHART                   GOSHEN                    46526
 IN    FAYETTE                   CONNERSVILLE              47331
 IN    FLOYD                     NEW ALBANY                47150
 IN    FOUNTAIN                  COVINGTON                 47932
 IN    FRANKLIN                  BROOKVILLE                47012
 IN    FULTON                    ROCHESTER                 46975
 IN    GIBSON                    PRINCETON                 47570
 IN    GRANT                     MARION                    46952
 IN    GREENE                    BLOOMFIELD                47424
 IN    HAMILTON                  NOBLESVILLE               46060
 IN    HANCOCK                   GREENFIELD                46140
 IN    HARRISON                  CORYDON                   47112
 IN    HENDRICKS                 DANVILLE                  46122
 IN    HENRY                     NEW CASTLE                47362
 IN    HOWARD                    KOKOMO                    46901
 IN    HUNTINGTON                HUNTINGTON                46750
 IN    JACKSON                   BROWNSTOWN                47220
 IN    JASPER                    RENSSELAER                47978
 IN    JAY                       PORTLAND                  47371
 IN    JEFFERSON                 MADISON                   47250
 IN    JENNINGS                  VERNON                    47282
 IN    JOHNSON                   FRANKLIN                  46131
 IN    KNOX                      VINCENNES                 47591
 IN    KOSCIUSKO                 WARSAW                    46580
 IN    LA PORTE                  LA PORTE                  46350
 IN    LAGRANGE                  LAGRANGE                  46761
 IN    LAKE                      CROWN POINT               46307
 IN    LAWRENCE                  BEDFORD                   47421
 IN    MADISON                   ANDERSON                  46011
 IN    MARION                    INDIANAPOLIS              46200
 IN    MARSHALL                  PLYMOUTH                  46563
 IN    MARTIN                    SHOALS                    47581
 IN    MIAMI                     PERU                      46970
 IN    MONROE                    BLOOMINGTON               47401
 IN    MONTGOMERY                CRAWFORDSVILLE            47933
 IN    MORGAN                    MARTINSVILLE              46151
 IN    NEWTON                    KENTLAND                  47951
 IN    NOBLE                     ALBION                    46701
 IN    OHIO                      RISING SUN                47040
 IN    ORANGE                    PAOLI                     47454
 IN    OWEN                      SPENCER                   47460
 IN    PARKE                     ROCKVILLE                 47872
 IN    PERRY                     CANNELTON                 47520
 IN    PIKE                      PETERSBURG                47567
 IN    PORTER                    VALAPARAISO               46383
 IN    POSEY                     MOUNT VERNON              47620
 IN    PULASKI                   WINAMAC                   46996
 IN    PUTNAM                    GREENCASTLE               46135
 IN    RANDOLPH                  WINCHESTER                47394
 IN    RIPLEY                    VERSAILLES                47042
 IN    RUSH                      RUSHVILLE                 46173
 IN    SAINT JOSEPH              SOUTH BEND                46600
 IN    SCOTT                     SCOTTSBURG                47170
 IN    SHELBY                    SHELBYVILLE               46176
 IN    SPENCER                   ROCKPORT                  47635
 IN    STARKE                    KNOX                      46534
 IN    STEUBEN                   ANGOLA                    46703
 IN    SULLIVAN                  SULLIVAN                  47882
 IN    SWITZERLAND               VEVAY                     47043
 IN    TIPPECANOE                LAFAYETTE                 47901
 IN    TIPTON                    TIPTON                    46072
 IN    UNION                     LIBERTY                   47353
 IN    VENDERBURGH               EVANSVILLE                47700
 IN    VERMILLION                NEWPORT                   47966
 IN    VIGO                      TERRE HAUTE               47801
 IN    WABASH                    WABASH                    46992
 IN    WARREN                    WILLIAMSPORT              47993
 IN    WARRICK                   BOONVILLE                 47601
 IN    WASHINGTON                SALEM                     47167
 IN    WAYNE                     RICHMOND                  47374
 IN    WELLS                     BLUFFTON                  46714
 IN    WHITE                     MONTICELLO                47960
 IN    WHITLEY                   COLUMBIA CITY             46725
 KS    ALLEN                     IOLA                      66749
 KS    ANDERSON                  GARNETT                   66032
 KS    ATCHISON                  ATCHISON                  66002
 KS    BARBER                    MEDICINE LODGE            67104
 KS    BARTON                    GREAT BEND                67530
 KS    BOURBON                   FORT SCOTT                66701
 KS    BROWN                     HIAWATHA                  66434
 KS    BUTLER                    EL DORADO                 67042
 KS    CHASE                     COTTONWOOD FALLS          66845
 KS    CHAUTAUQUA                SEDAN                     67361
 KS    CHEROKEE                  COLUMBUS                  66725
 KS    CHEYENNE                  SAINT FRANCIS             67756
 KS    CLARK                     ASHLAND                   67831
 KS    CLAY                      CLAY CENTER               67432
 KS    CLOUD                     CONCORDIA                 66901
 KS    COFFEY                    BURLINGTON                66839
 KS    COMANCHE                  COLDWATER                 67029
 KS    COWLEY                    WINFIELD                  67156
 KS    CRAWFORD                  GIRARD                    66743
 KS    DECATUR                   OBERLIN                   67749
 KS    DICKINSON                 ABILENE                   67410
 KS    DONIPHAN                  TROY                      66087
 KS    DOUGLAS                   LAWRENCE                  66044
 KS    EDWARDS                   KINSLEY                   67547
 KS    ELK                       HOWARD                    67349
 KS    ELLIS                     HAYS                      67601
 KS    ELLSWORTH                 ELLSWORTH                 67439
 KS    FINNEY                    GARDEN CITY               67846
 KS    FORD                      DODGE CITY                67801
 KS    FRANKLIN                  OTTAWA                    66067
 KS    GEARY                     JUNCTION CITY             66441
 KS    GOVE                      GOVE                      67736
 KS    GRAHAM                    HILL CITY                 67642
 KS    GRANT                     ULYSSES                   67880
 KS    GRAY                      CIMARRON                  67835
 KS    GREELEY                   TRIBUNE                   67879
 KS    GREENWOOD                 EUREKA                    67045
 KS    HAMILTON                  SYRACUSE                  67878
 KS    HARPER                    ANTHONY                   67003
 KS    HARVEY                    NEWTON                    67114
 KS    HASKELL                   SUBLETTE                  67877
 KS    HODGEMAN                  JETMORE                   67854
 KS    JACKSON                   HOLTON                    66436
 KS    JEFFERSON                 OSKALOOSA                 66066
 KS    JEWELL                    MANKATO                   66956
 KS    JOHNSON                   OLATHE                    66061
 KS    KEARNY                    LAKIN                     67860
 KS    KINGMAN                   KINGMAN                   67068
 KS    KIOWA                     GREENSBURG                67054
 KS    LABETTE                   OSWEGO                    67356
 KS    LANE                      DIGHTON                   67839
 KS    LEAVENWORTH               LEAVENWORTH               66048
 KS    LINCOLN                   LINCOLN                   66445
 KS    LINN                      MOUND CITY                66056
 KS    LOGAN                     OAKLEY                    67748
 KS    LYON                      EMPORIA                   66801
 KS    MARION                    MARION                    66861
 KS    MARSHALL                  MARYSVILLE                66508
 KS    MC PHERSON                MC PHERSON                67460
 KS    MEADE                     MEADE                     67864
 KS    MIAMI                     PAOLA                     66071
 KS    MITCHELL                  BELOIT                    67420
 KS    MONTGOMERY                INDEPENDENCE              67301
 KS    MORRIS                    COUNCIL GROVE             66846
 KS    MORTON                    ELKHART                   67950
 KS    NEMAHA                    SENECA                    66538
 KS    NEOSHO                    ERIE                      66733
 KS    NESS                      NESS CITY                 67560
 KS    NORTON                    NORTON                    67654
 KS    OSAGE                     LYNDON                    66451
 KS    OSBORNE                   OSBORNE                   67473
 KS    OTTAWA                    MINNEAPOLIS               67467
 KS    PAWNEE                    LARNED                    67550
 KS    PHILLIPS                  PHILLIPSBURG              67661
 KS    POTTAWATOMIE              WESTMORELAND              66549
 KS    PRATT                     PRATT                     67124
 KS    RAWLINS                   ATWOOD                    67730
 KS    RENO                      HUTCHINSON                67501
 KS    REPUBLIC                  BELLEVILLE                66935
 KS    RICE                      LYONS                     67554
 KS    RILEY                     MANHATTAN                 66502
 KS    ROOKS                     STOCKTON                  67669
 KS    RUSH                      LA CROSSE                 67548
 KS    RUSSELL                   RUSSELL                   67665
 KS    SALINE                    SALINA                    67401
 KS    SCOTT                     SCOTT CITY                67871
 KS    SEDGWICK                  WICHITA                   67200
 KS    SEWARD                    LIBERAL                   67901
 KS    SHAWNEE                   TOPEKA                    66600
 KS    SHERIDAN                  HOXIE                     67740
 KS    SHERMAN                   GOODLAND                  67735
 KS    SMITH                     SMITH CENTER              66967
 KS    STAFFORD                  SAINT JOHN                67576
 KS    STANTON                   JOHNSON                   67855
 KS    STEVENS                   HUGOTON                   67951
 KS    SUMNER                    WELLINGTON                67152
 KS    THOMAS                    COLBY                     67701
 KS    TREGO                     WAKEENEY                  67672
 KS    WABAUNSEE                 ALMA                      66401
 KS    WALLACE                   SHARON SPRINGS            67758
 KS    WASHINGTON                WASHINGTON                66968
 KS    WICHITA                   LEOTI                     67861
 KS    WILSON                    FREDONIA                  66736
 KS    WOODSON                   YATES CENTER              66783
 KS    WYANDOTTE                 KANSAS CITY               66100
 KY    ADAIR                     COLUMBIA                  42728
 KY    ALLEN                     SCOTTSVILLE               42164
 KY    ANDERSON                  LAWRENCEBURG              40342
 KY    BALLARD                    WICKLIFFE                42087
 KY    BARREN                    GLASGOW                   42141
 KY    BATH                      OWINGSVILLE               40360
 KY    BELL                      PINEVILLE                 40977
 KY    BOONE                     BURLINGTON                41005
 KY    BOURBON                   PARIS                     40361
 KY    BOYD                      CATLETTSBURG              41129
 KY    BOYLE                     DANVILLE                  40422
 KY    BRACKEN                   BROOKSVILLE               41004
 KY    BREATHITT                 JACKSON                   41339
 KY    BRECKINRIDGE              HARDINSBURG               40143
 KY    BULLITT                   SHEPHERDSVILLE            40165
 KY    BUTLER                    MORGANTOWN                42261
 KY    CALDWELL                  PRINCETON                 42445
 KY    CALLOWAY                  MURRAY                    42071
 KY    CAMPBELL                  ALEXANDRIA                41001
 KY    CARLISLE                  BARDWELL                  42023
 KY    CARROLL                   CARROLLTON                41008
 KY    CARTER                    GRAYSON                   41143
 KY    CASEY                     LIBERTY                   42539
 KY    CHRISTIAN                 HOPKINSVILLE              42240
 KY    CLARK                     WINCHESTER                40391
 KY    CLAY                      MANCHESTER                40962
 KY    CLINTON                   ALBANY                    42602
 KY    CRITTENDEN                MARION                    42064
 KY    CUMBERLAND                BURKESVILLE               42717
 KY    DAVIESS                   OWENSBORO                 42301
 KY    EDMONSON                  BROWNSVILLE               42210
 KY    ELLIOTT                   SANDY HOOK                41171
 KY    ESTILL                    IRVINE                    40336
 KY    FAYETTE                   LEXINGTON                 40500
 KY    FLEMING                   FLEMINGSBURG              41041
 KY    FLOYD                     PRESTONBURG               41653
 KY    FRANKLIN                  FRANKFORT                 40601
 KY    FULTON                    HICKMAN                   42050
 KY    GALLATIN                  WARSAW                    41095
 KY    GARRARD                   LANCASTER                 40444
 KY    GRANT                     WILLIAMSTOWN              41097
 KY    GRAVES                    MAYFIELD                  42066
 KY    GRAYSON                   LEITCHFIELD               42754
 KY    GREEN                     GREENSBURG                42743
 KY    GREENUP                   GREENUP                   41144
 KY    HANCOCK                   HAWESVILLE                42348
 KY    HARDIN                    ELIZABETHTOWN             42701
 KY    HARLAN                    HARLAN                    40831
 KY    HARRISON                  CYNTHIANA                 41031
 KY    HART                      MUNFORDVILLE              42765
 KY    HENDERSON                 HENDERSON                 42420
 KY    HENRY                     NEW CASTLE                40050
 KY    HICKMAN                   CLINTON                   42031
 KY    HOPKINS                   MADISONVILLE              42431
 KY    JACKSON                   MC KEE                    40447
 KY    JEFFERSON                 LOUISVILLE                40200
 KY    JESSAMINE                 NICHOLASVILLE             40356
 KY    JOHNSON                   PAINTSVILLE               41240
 KY    KENTON                    INDEPENDENCE              41051
 KY    KNOTT                     HINDMAN                   41822
 KY    KNOX                      BARBOURVILLE              40906
 KY    LARUE                     HODGENVILLE               42748
 KY    LAUREL                    LONDON                    40741
 KY    LAWRENCE                  LOUISA                    41230
 KY    LEE                       BEATTYVILLE               41311
 KY    LESLIE                    HYDEN                     41749
 KY    LETCHER                   WHITESBURG                41858
 KY    LEWIS                     VANCEBURG                 41179
 KY    LINCOLN                   STANFORD                  40484
 KY    LIVINGSTON                SMITHLAND                 42081
 KY    LOGAN                     RUSSELLVILLE              42276
 KY    LYON                      EDDYVILLE                 42038
 KY    MADISON                   RICHMOND                  40475
 KY    MAGOFFIN                  SALYERSVILLE              41466
 KY    MARION                    LEBANON                   40033
 KY    MARSHALL                  BENTON                    42025
 KY    MARTIN                    INEZ                      41224
 KY    MASON                     MAYSVILLE                 41056
 KY    MC CRACKEN                PADUCAH                   42001
 KY    MC CREARY                 WHITLEY CITY              41169
 KY    MC LEAN                   CALHOUN                   42327
 KY    MEADE                     BRANDENBURG               40108
 KY    MENIFEE                   FRENCHBURG                40322
 KY    MERCER                    HARRODSBURG               40330
 KY    METCALFE                  EDMONTON                  42129
 KY    MONROE                    TOMPKINSVILLE             42167
 KY    MONTGOMERY                MOUNT STERLING            40353
 KY    MORGAN                    WEST LIBERTY              41472
 KY    MUHLENBURG                GREENVILLE                42345
 KY    NELSON                    BARDSTOWN                 40004
 KY    NICHOLAS                  CARLISLE                  40311
 KY    OHIO                      HARTFORD                  42347
 KY    OLDHAM                    LA GRANGE                 40031
 KY    OWEN                      OWENTON                   40359
 KY    OWSLEY                    BOONEVILLE                41314
 KY    PENDLETON                 FALMOUTH                  41040
 KY    PERRY                     HAZARD                    41701
 KY    PIKE                      PIKEVILLE                 41501
 KY    POWELL                    STANTON                   40380
 KY    PULASKI                   SOMERSET                  42501
 KY    ROBERTSON                 MOUNT OLIVET              41064
 KY    ROCKCASTLE                MOUNT VERNON              40456
 KY    ROWAN                     MOREHEAD                  40351
 KY    RUSSELL                   JAMESTOWN                 42629
 KY    SCOTT                     GEORGETOWN                40324
 KY    SHELBY                    SHELBYVILLE               40065
 KY    SIMPSON                   FRANKLIN                  42134
 KY    SPENCER                   TAYLORSVILLE              40071
 KY    TAYLOR                    CAMPBELLSVILLE            42718
 KY    TODD                      ELKTON                    42220
 KY    TRIGG                     CADIZ                     42211
 KY    TRIMBLE                   BEDFORD                   40006
 KY    UNION                     MORGANFIELD               42437
 KY    WARREN                    BOWLING GREEN             42101
 KY    WASHINGTON                SPRINGFIELD               40069
 KY    WAYNE                     MONTICELLO                42633
 KY    WEBSTER                   DIXON                     42409
 KY    WHITLEY                   WILLIAMSBURG              40769
 KY    WOLFE                     CAMPTON                   41201
 KY    WOODFORD                  VERSAILLES                40383
 LA    ACADIA                    CROWLEY                   70526
 LA    ALLEN                     OBERLIN                   70655
 LA    ASCENSION                 DONALDSONVILLE            70346
 LA    ASSUMPTION                NAPOLEONVILLE             70390
 LA    AVOYELLES                 MARKSVILLE                71351
 LA    BEAUREGARD                DE RIDDER                 70634
 LA    BIENVILLE                 ARCADIA                   71001
 LA    BOSSIER                   BENTON                    71006
 LA    CADDO                     SHREVEPORT                71100
 LA    CALCASIEU                 LAKE CHARLES              70601
 LA    CALDWELL                  COLUMBIA                  71418
 LA    CAMERON                   CAMERON                   70631
 LA    CATAHOULA                 HARRISONBURG              71340
 LA    CLAIBORNE                 HOMER                     71040
 LA    CONCORDIA                 VIDALIA                   71373
 LA    DE SOTO                   MANSFIELD                 71052
 LA    EAST BATON ROUGE          BATON ROUGE               70800
 LA    EAST CARROLL              LAKE PROVIDENCE           71254
 LA    EAST FELICIANA            CLINTON                   70722
 LA    EVANGELINE                VILLE PLATTE              70586
 LA    FRANKLIN                  WINNSBORO                 71295
 LA    GRANT                     COLFAX                    71417
 LA    IBERIA                    NEW IBERIA                70560
 LA    IBERVILLE                 PLAQUEMINE                70764
 LA    JACKSON                   JONESBORO                 71251
 LA    JEFFERSON                 GRETNA                    70053
 LA    JEFFERSON DAVIS           JENNINGS                  70546
 LA    LA SALLE                  JENA                      71342
 LA    LAFAYETTE                 LAFAYETTE                 70501
 LA    LAFOURCHE                 THIBODAUX                 70301
 LA    LINCOLN                   RUSTON                    71270
 LA    LIVINGSTON                LIVINGSTON                70754
 LA    MADISON                   TALLULAH                  71282
 LA    MOREHOUSE                 BASTROP                   71220
 LA    NATCHITOCHES              NATCHITOCHES              71457
 LA    ORLEANS                   NEW ORLEANS               70100
 LA    OUACHITA                  MONROE                    71201
 LA    PLAQUEMINES               POINTE A LA HACHE         70082
 LA    POINTE COUPEE             NEW ROADS                 70760
 LA    RAPIDES                   ALEXANDRIA                71301
 LA    RED RIVER                 COUSHATTA                 71019
 LA    RICHLAND                  RAYVILLE                  71269
 LA    SABINE                    MANY                      71449
 LA    SAIINT TAMMANY            COVINGTON                 70433
 LA    SAINT BERNARD             CHALMETTE                 70043
 LA    SAINT CHARLES             HAHNVILLE                 70057
 LA    SAINT HELENA              GREENSBURG                70441
 LA    SAINT JAMES               CONVENT                   70723
 LA    SAINT JOHN THE BAPTIST    EDGARD                    70049
 LA    SAINT LANDRY              OPELOUSAS                 70570
 LA    SAINT MARTIN              SAINT MARTINVILLE         70582
 LA    SAINT MARY                FRANKLIN                  70538
 LA    TANGIPAHOA                AMITE                     70422
 LA    TENSAS                    SAINT JOSEPH              71366
 LA    TERREBONNE                HOUMA                     70360
 LA    UNION                     FARMERVILLE               71241
 LA    VERMILLION                ABBEVILLE                 70510
 LA    VERNON                    LEESVILLE                 71446
 LA    WASHINGTON                FRANKLINTON               70438
 LA    WEBSTER                   MINDEN                    71055
 LA    WEST BATON ROUGE          PORT ALLEN                70767
 LA    WEST CARROLL              OAK GROVE                 71263
 LA    WEST FELICIANA            SAINT FRANCISVILLE        70775
 LA    WINN                      WINNFIELD                 71483
 MA    BARNSTABLE                BARNSTABLE                02630
 MA    BERKSHIRE                 PITTSFIELD                01201
 MA    BRISTOL                   TAUNTON                   02780
 MA    DUKES                     EDGARTOWN                 02539
 MA    ESSEX                     SALEM                     01970
 MA    FRANKLIN                  GREENFIELD                01301
 MA    HAMPDEN                   SPRINGFIELD               01100
 MA    HAMPSHIRE                 NORTHAMPTON               01060
 MA    MIDDLESEX                 CAMBRIDGE                 02138
 MA    NANTUCKET                 NANTUCKET                 02554
 MA    NORFOLK                   DEDHAM                    02026
 MA    PLYMOUTH                  PLYMOUTH                  02360
 MA    SUFFOLK                   BOSTON                    02100
 MA    WORCESTER                 WORCESTER                 01600
 MD    ALLEGANY                  CUMBERLAND                21502
 MD    ANNE ARUNDEL              ANNAPOLIS                 21400
 MD    BALTIMORE                 TOWSON                    21204
 MD    BALTIMORE CITY            BALTIMORE                 21200
 MD    CALVERT                   PRINCE FREDERICK          20678
 MD    CAROLINE                  DENTON                    21629
 MD    CARROLL                   WESTMINSTER               21157
 MD    CECIL                     ELKTON                    21921
 MD    CHARLES                   LA PLATA                  20646
 MD    DORCHESTER                CAMBRIDGE                 21613
 MD    FREDERICK                 FREDERICK                 21701
 MD    GARRETT                   OAKLAND                   21550
 MD    HARFORD                   BEL AIR                   21014
 MD    HOWARD                    ELLICOTT CITY             21043
 MD    KENT                      CHESTERTOWN               21620
 MD    MONTGOMERY                ROCKVILLE                 20800
 MD    PRINCE GEORGES            UPPER MARLBORO            20870
 MD    QUEEN ANNES               CENTREVILLE               21617
 MD    SAINT MARY'S              LEONARDTOWN               20650
 MD    SOMERSET                  PRINCESS ANNE             21853
 MD    TALBOT                    EASTON                    21601
 MD    WASHINGTON                HAGERSTOWN                21740
 MD    WICOMICO                  SALISBURY                 21801
 MD    WORCESTER                 SNOW HILL                 21863
 ME    ANDROSCOGGIN              AUBURN                    04210
 ME    AROOSTOOK                 HOULTON                   04730
 ME    CUMBERLAND                PORTLAND                  04100
 ME    FRANKLIN                  FARMINGTON                04938
 ME    HANCOCK                   ELLSWORTH                 04605
 ME    KENNEBEC                  AUGUSTA                   04330
 ME    KNOX                      ROCKLAND                  04841
 ME    LINCOLN                   WISCASSET                 04578
 ME    OXFORD                    SOUTH PARIS               04281
 ME    PENOBSCOT                 BANGOR                    04401
 ME    PISCATAQUIS               DOVER-FOXCROFT            04426
 ME    SAGADAHOC                 BATH                      04530
 ME    SOMERSET                  SKOWHEGAN                 04976
 ME    WALDO                     BELFAST                   04915
 ME    WASHINGTON                MACHIAS                   04654
 ME    YORK                      ALFRED                    04002
 MI    ALCONA                    HARRISVILLE               48740
 MI    ALGER                     MUNISING                  49862
 MI    ALLEGAN                   ALLEGAN                   49010
 MI    ALPENA                    ALPENA                    49707
 MI    ANTRIM                    BELLAIRE                  49615
 MI    ARENAC                    STANDISH                  48658
 MI    BARAGA                    L'ANSE                    49946
 MI    BARRY                     HASTINGS                  49058
 MI    BAY                       BAY CITY                  48706
 MI    BENZIE                    BEULAH                    49617
 MI    BERRIEN                   SAINT JOSEPH              49085
 MI    BRANCH                    COLDWATER                 49036
 MI    CALHOUN                   MARSHALL                  49068
 MI    CASS                      CASSOPOLIS                49031
 MI    CHARLEVOIX                CHARLEVOIX                49720
 MI    CHEBOYGAN                 CHEBOYGAN                 49721
 MI    CHIPPEWA                  SAULT SAINTE MARIE        49783
 MI    CLARE                     HARRISON                  48625
 MI    CLINTON                   SAINT JOHNS               48879
 MI    CRAWFORD                  GRAYLING                  49738
 MI    DELTA                     ESCANABA                  49829
 MI    DICKINSON                 IRON MOUNTAIN             49801
 MI    EATON                     CHARLOTTE                 48813
 MI    EMMET                     PETOSKEY                  49770
 MI    GENESEE                   FLINT                     48500
 MI    GLADWIN                   GLADWIN                   48624
 MI    GOGEBIC                   BESSEMER                  49911
 MI    GRAND TRAVERSE            TRAVERSE CITY             49684
 MI    GRATIOT                   ITHACA                    48847
 MI    HILLSDALE                 HILLSDALE                 49242
 MI    HOUGHTON                  HOUGHTON                  49931
 MI    HURON                     BAD AXE                   48413
 MI    INGHAM                    MASON                     48854
 MI    IONIA                     IONIA                     48846
 MI    IOSCO                     TAWAS CITY                48763
 MI    IRON                      CRYSTAL FALLS             48818
 MI    ISABELLA                  MOUNT PLEASANT            48858
 MI    JACKSON                   JACKSON                   49201
 MI    KALAMAZOO                 KALAMAZOO                 49001
 MI    KALKASKA                  KALKASKA                  49646
 MI    KENT                      GRAND RAPIDS              49500
 MI    KEWEENAW                  EAGLE RIVER               49924
 MI    LAKE                      BALDWIN                   49304
 MI    LAPEER                    LAPEER                    48446
 MI    LEELANAU                  LELAND                    49654
 MI    LENAWEE                   ADRIAN                    49221
 MI    LIVINGSTON                HOWELL                    48843
 MI    LUCE                      NEWBERRY                  49868
 MI    MACKINAC                  SAINT IGNACE              49781
 MI    MACOMB                    MOUNT CLEMENS             48043
 MI    MANISTEE                  MANISTEE                  49660
 MI    MARQUETTE                 MARQUETTE                 49855
 MI    MASON                     LUDINGTON                 49431
 MI    MECOSTA                   BIG RAPIDS                49307
 MI    MENOMINEE                 MENOMINEE                 49858
 MI    MIDLAND                   MIDLAND                   48640
 MI    MISSAUKEE                 LAKE CITY                 49651
 MI    MONROE                    MONROE                    48161
 MI    MONTCALM                  STANTON                   48888
 MI    MONTMORENCY               ATLANTA                   49709
 MI    MUSKEGON                  MUSKEGON                  49440
 MI    NEWAYGO                   WHITE CLOUD               49349
 MI    OAKLAND                   PONTIAC                   48053
 MI    OCEANA                    HART                      49420
 MI    OGEMAW                    WEST BRANCH               48661
 MI    ONTONAGON                 ONTOGANON                 49953
 MI    OSCEOLA                   REED CITY                 49677
 MI    OSCODA                    MIO                       48647
 MI    OTSEGO                    GAYLORD                   49735
 MI    OTTAWA                    GRAND HAVEN               49417
 MI    PRESQUE ISLE              ROGERS CITY               49779
 MI    ROSCOMMON                 ROSCOMMON                 46353
 MI    SAGINAW                   SAGINAW                   48601
 MI    SAINT CLAIR               PORT HURON                48060
 MI    SAINT JOSEPH              CENTREVILLE               49032
 MI    SANILAC                   SANDUSKY                  48471
 MI    SCHOOLCRAFT               MANISTIQUE                49854
 MI    SHIAWASSEE                CORUNNA                   48817
 MI    TUSCOLA                   CARO                      48723
 MI    VAN BUREN                 PAW PAW                   49079
 MI    WASHTENAW                 ANN ARBOR                 48103
 MI    WAYNE                     DETROIT                   48200
 MI    WEXFORD                   CADILLAC                  49601
 MN    AITKIN                    AITKIN                    56431
 MN    ANOKA                     ANOKA                     55303
 MN    BECKER                    DETROIT LAKES             56501
 MN    BELTRAMI                  BEMIDJI                   56601
 MN    BENTON                    FOLEY                     56329
 MN    BIG STONE                 ORTONVILLE                56278
 MN    BLUE EARTH                MANKATO                   56001
 MN    BROWN                     NEW ULM                   56073
 MN    CARLTON                   CARLTON                   55718
 MN    CARVER                    CHASKA                    55318
 MN    CASS                      WALKER                    56484
 MN    CHIPPEWA                  MONTEVIDEO                56265
 MN    CHISAGO                   CENTER CITY               55012
 MN    CLAY                      MOORHEAD                  56560
 MN    CLEARWATER                BAGLEY                    56621
 MN    COOK                      GRAND MARAIS              55604
 MN    COTTONWOOD                WINDOM                    56101
 MN    CROW WING                 BRAINERD                  56401
 MN    DAKOTA                    HASTINGS                  55033
 MN    DODGE                      MANTORVILLE              55955
 MN    DOUGLAS                   ALEXANDRIA                56308
 MN    FARIBAULT                 BLUE EARTH                56013
 MN    FILLMORE                  PRESTON                   55965
 MN    FREEBORN                  ALBERT LEA                56007
 MN    GOODHUE                   RED WING                  55066
 MN    GRANT                     ELBOW LAKE                56531
 MN    HENNEPIN                  MINNEAPOLIS               55400
 MN    HOUSTON                   CALEDONIA                 55921
 MN    HUBBARD                   PARK RAPIDS               56470
 MN    ISANTI                    CAMBRIDGE                 55008
 MN    ITASCA                    GRAND RAPIDS              55744
 MN    JACKSON                   JACKSON                   56143
 MN    KANABEC                   MORA                      55051
 MN    KANDIYOHI                 WILLMAR                   56201
 MN    KITTSON                   HALLOCK                   56728
 MN    KOOCHICHING               INTERNATIONAL FALLS       56649
 MN    LAC QUI PARLE             MADISON                   56256
 MN    LAKE                      TWO HARBORS               55616
 MN    LAKE OF THE WOODS         BAUDETTE                  56623
 MN    LE SUEUR                  LE CENTER                 56057
 MN    LINCOLN                   IVANHOE                   56142
 MN    LYON                      MARSHALL                  56258
 MN    MAHNOMEN                  MAHNOMEN                  56557
 MN    MARSHALL                  WARREN                    56762
 MN    MARTIN                    FAIRMONT                  56031
 MN    MC LEOD                   GLENCOE                   55336
 MN    MEEKER                    LITCHFIELD                55355
 MN    MILLE LACS                MILACA                    56353
 MN    MORRISON                  LITTLE FALLS              56345
 MN    MOWER                     ALSTON                    55912
 MN    MURRAY                    SLAYTON                   56172
 MN    NICOLLET                  SAINT PETER               56082
 MN    NOBLES                    WORTHINGTON               56187
 MN    NORMAN                    ADA                       56510
 MN    OLMSTED                   ROCHESTER                 55901
 MN    OTTER TRAIL               FERGUS FALLS              56537
 MN    PENNINGTON                THIEF RIVER FALLS         56701
 MN    PINE                      PINE CITY                 55063
 MN    PIPESTONE                 PIPESTONE                 56164
 MN    POLK                      CROOKSTON                 56716
 MN    POPE                      GLENWOOD                  56334
 MN    RAMSEY                    SAINT PAUL                55100
 MN    RED LAKE                  RED LAKE FALLS            56750
 MN    REDWOOD                   REDWOOD FALLS             56283
 MN    RENVILLE                  OLIVIA                    56277
 MN    RICE                      FARIBAULT                 55021
 MN    ROCK                      LUVERNE                   56156
 MN    ROSEAU                    ROSEAU                    56751
 MN    SAINT LOUIS               DULUTH                    55800
 MN    SCOTT                     SHAKOPEE                  55379
 MN    SHERBURNE                 ELK RIVER                 55330
 MN    SIBLEY                    GAYLORD                   55334
 MN    STEARNS                   SAINT CLOUD               56301
 MN    STEELE                    OWATONNA                  55060
 MN    STEVENS                   MORRIS                    56267
 MN    SWIFT                     BENSON                    56215
 MN    TODD                      LONG PRAIRIE              56347
 MN    TRAVERSE                  WHEATON                   56296
 MN    WABASHA                   WABASHA                   55981
 MN    WADENA                    WADENA                    56482
 MN    WASECA                    WASECA                    56093
 MN    WASHINGTON                STILLWATER                55082
 MN    WATONWAN                  SAINT JAMES               56081
